File,Code,Level,Prompt,Multiplier,Files
AACCB-3,AACCB,3,An oil painting with a blue background color of a depressed person running next to a large crowd of people outside a hen shed,1,4
AACCB-4,AACCB,4,An oil painting with a blue background color of a depressed person running next to a large crowd of people at a park with giraffes,1,4
AACCB-5,AACCB,5,An oil painting with a blue background color of a depressed person running next to a large crowd of people with a pet monkey,1,4
AACCB-6,AACCB,6,An oil painting with a blue background color of a depressed person running next to a large crowd of people watching a leopard,1,4
AACCB-7,AACCB,7,An oil painting with a blue background color of a depressed person running next to a large crowd of people admiring a dolphin in the ocean,1,4
AACCB-8,AACCB,8,An oil painting with a blue background color of a depressed person running next to a large crowd of people watching a zebra,1,4
AACCB-9,AACCB,9,An oil painting with a blue background color of a depressed person running next to a large crowd of people at a circus with elephants,1,4
AACCB-10,AACCB,10,An oil painting with a blue background color of a depressed person running next to a large crowd of people admiring a flying unicorn,1,4
AACCC-1,AACCC,1,A pop art painting with a blue background of a sorrowful person dancing with butterflies in a large gathering,1,4
AACCC-2,AACCC,2,A pop art painting with a blue background of a person with  a frown on their face holding a fish toy walking very fast in a large gathering,1,4
AACCC-3,AACCC,3,A pop art painting with a blue background of a person with  a frown on their face walking very fast in a large gathering chasing some chickens,1,4
AACCC-4,AACCC,4,A pop art painting with a blue background of a person with  a frown on their face walking very fast in a large gathering sorrounded by giraffes,1,4
AACCC-5,AACCC,5,A pop art painting with a blue background of a person with  a frown on their face walking very fast in a large gathering wearing a monkey sweater,1,4
AACCC-6,AACCC,6,A pop art painting with a blue background of a person with  a frown on their face walking very fast in a large gathering staring at some leopards,2,8
AACCC-7,AACCC,7,A pop art painting with a blue background of a person with  a frown on their face walking very fast in a large gathering,1,4
AACCC-8,AACCC,8,A pop art painting with a blue background of a person with  a frown on their face walking very fast in a large gathering towards a zebra,1,4
AACCC-9,AACCC,9,A pop art painting with a blue background of a person with  a frown on their face walking very fast away from an elephant in a large gathering,1,4
AACCC-10,AACCC,10,A pop art painting with a blue background of a person with  a frown on their face wearing a unicorn tee shirt walking very fast in a large gathering,1,4
ABAAA-1,ABAAA,1,A pop art painting with a blue background of a person meditating while sitting alone with some butterflies,2,8
ABAAA-2,ABAAA,2,A pop art painting with a blue background of a person meditating while sitting alone holding a fish,3,12
ABAAA-3,ABAAA,3,A pop art painting with a blue background of a person meditating while sitting alone with a hen their lap,4,16
ABAAA-4,ABAAA,4,A pop art painting with a blue background of a reflective person sitting alone next to a giraffe,2,8
ABAAA-5,ABAAA,5,A pop art painting with a blue background of a reflective person sitting alone ovelooking a young monkey ,2,8
ABAAA-6,ABAAA,6,A pop art painting with a blue background of a person meditating while sitting alone looking at a leopard sculpture,1,4
ABAAA-7,ABAAA,7,A pop art painting with a blue background of a reflective person while sitting alone watching dolphins jump out of water,1,4
ABAAA-8,ABAAA,8,A pop art painting with a blue background of a person meditating while sitting alone sorrounded by young zebras,1,4
ABAAA-9,ABAAA,9,A pop art painting with a blue background of a reflective person  sitting alone surrounded watching a baby elephant,1,4
ABAAA-10,ABAAA,10,A pop art painting with a blue background of a person meditating while sitting alone watching a unicorn statue,1,4
ABAAB-1,ABAAB,1,A oil painting with a blue background of a person meditating alone while standing holding a cute flying bee,4,16
ABAAB-2,ABAAB,2,An oil painting with a blue background of a person meditating alone with  a fish in the tank behind them,3,12
ABAAB-3,ABAAB,3,A oil painting with a blue background of a person meditating alone while standing near some feeding chicks,4,16
ABAAB-4,ABAAB,4,A oil painting with a blue background of a person meditating alone while standing with a giraffe in the background.,3,12
ABAAB-5,ABAAB,5,A oil painting with a blue background of a person meditating alone while standing looking at a mandrill,3,12
ABAAB-6,ABAAB,6,A oil painting with a blue background of a person wearing a leopard outfit meditating alone while standing ,2,8
ABAAB-7,ABAAB,7,A oil painting with a blue background of a person meditating alone while standing looking at a bottlenose dolphin ,1,4
ABAAB-8,ABAAB,8,A oil painting with a blue background of a person meditating alone while standing near a zebra,1,4
ABAAB-9,ABAAB,9,A oil painting with a blue background of a person meditating alone while standing facing some feeding elephants,1,4
ABAAB-10,ABAAB,10,A oil painting with a blue background of a person meditating alone while touching a unicorn horn,1,4
ABAAC-1,ABAAC,1,A picasso abstract painting of a sloppy person reflecting while looking at some butterflies with a blue background,1,4
ABAAC-2,ABAAC,2,A picasso abstract painting of a woman with a frown on their face meditating while eating fish with a blue background,2,8
ABAAC-3,ABAAC,3,A picasso abstract painting of a woman with a frown on their face touhing a white hen meditating with a blue background,3,12
ABAAC-4,ABAAC,4,A picasso abstract painting of a woman with a frown on their face meditating next to a feeding giraffe with a blue background,1,4
ABAAC-5,ABAAC,5,A picasso abstract painting of a woman with a frown on their face who is wearing a monkey hat meditating with a blue background,1,4
ABAAC-6,ABAAC,6,A picasso abstract painting of a woman with a frown on their face meditating while looking a to a leopard with a blue background,1,4
ABAAC-7,ABAAC,7,A picasso abstract painting with a blue background of a woman with a frown on their face meditating at a dolphin show,1,4
ABAAC-8,ABAAC,8,A picasso abstract painting of a woman with a frown on their face meditating wile watching a zebra grazing with a blue background,1,4
ABAAC-9,ABAAC,9,A picasso abstract painting with a blue background of a woman with a frown on their face meditating watching an elephant,1,4
ABAAC-10,ABAAC,10,A picasso abstract painting with a blue background of a person with a frown on their face medicating while touching a unicorn horn,1,4
ABABA-1,ABABA,1,A pop art painting with a blue background of a person holding a cute flying bee and reflecting while seated in a small gathering,3,12
ABABA-2,ABABA,2,A pop art painting with a blue background of a person meditating while seated in a group of 3 people looking at a goldfish,1,4
ABABA-3,ABABA,3,A pop art painting with a blue background of a person meditating while seated near some hens in a small gathering of 3 people,2,8
ABABA-4,ABABA,4,A pop art painting with a blue background of a person meditating while seated in a group of 3 people watching a feeding giraffe,1,4
ABABA-5,ABABA,5,A pop art painting with a blue background of a woman meditating seated in a group of 3 people with a mokey on their lap,3,12
ABABA-6,ABABA,6,A pop art painting with a blue background of a woman meditating seated in a group of 3 people watching a running leopard,1,4
ABABA-7,ABABA,7,A pop art painting with a blue background of a woman meditating while seated in a group of 3 people at  a dolphin show,1,4
ABABA-8,ABABA,8,A pop art painting with a blue background of a woman meditating while seated in a group of 3 people watching a grazing zebra,1,4
